"reference_date","location","horizon","target","target_end_date","output_type","output_type_id","value","model"
2024-11-30,"Minnesota",2,"wk inc flu hosp",2024-12-14,"quantile",0.5,10.1425410094855,"argo2_raw"
2024-11-30,"Minnesota",3,"wk inc flu hosp",2024-12-21,"quantile",0.5,8.10223397309547,"argo2_raw"
2024-11-30,"Mississippi",0,"wk inc flu hosp",2024-11-30,"quantile",0.5,22.2236378066234,"argo2_raw"
2024-11-30,"Mississippi",1,"wk inc flu hosp",2024-12-07,"quantile",0.5,22.3118573904239,"argo2_raw"
2024-11-30,"Mississippi",2,"wk inc flu hosp",2024-12-14,"quantile",0.5,15.2622427546108,"argo2_raw"
2024-11-30,"Mississippi",3,"wk inc flu hosp",2024-12-21,"quantile",0.5,13.2348730603175,"argo2_raw"
2024-11-30,"Missouri",0,"wk inc flu hosp",2024-11-30,"quantile",0.5,69.7888132277343,"argo2_raw"
2024-11-30,"Missouri",1,"wk inc flu hosp",2024-12-07,"quantile",0.5,68.6484720733097,"argo2_raw"
2024-11-30,"Missouri",2,"wk inc flu hosp",2024-12-14,"quantile",0.5,37.6942984698919,"argo2_raw"
2024-11-30,"Missouri",3,"wk inc flu hosp",2024-12-21,"quantile",0.5,27.3298513225081,"argo2_raw"
2024-11-30,"Montana",0,"wk inc flu hosp",2024-11-30,"quantile",0.5,6.49460852551126,"argo2_raw"
2024-11-30,"Montana",1,"wk inc flu hosp",2024-12-07,"quantile",0.5,7.70486345828078,"argo2_raw"
2024-11-30,"Montana",2,"wk inc flu hosp",2024-12-14,"quantile",0.5,3.39679676312312,"argo2_raw"
2024-11-30,"Montana",3,"wk inc flu hosp",2024-12-21,"quantile",0.5,1.65912880484839,"argo2_raw"
2024-11-30,"Nebraska",0,"wk inc flu hosp",2024-11-30,"quantile",0.5,7.51472699904046,"argo2_raw"
2024-11-30,"Nebraska",1,"wk inc flu hosp",2024-12-07,"quantile",0.5,8.54466984486517,"argo2_raw"
2024-11-30,"Nebraska",2,"wk inc flu hosp",2024-12-14,"quantile",0.5,4.67810512421653,"argo2_raw"
2024-11-30,"Nebraska",3,"wk inc flu hosp",2024-12-21,"quantile",0.5,2.14595232734292,"argo2_raw"
2024-11-30,"Nevada",0,"wk inc flu hosp",2024-11-30,"quantile",0.5,55.1076385351135,"argo2_raw"
2024-11-30,"Nevada",1,"wk inc flu hosp",2024-12-07,"quantile",0.5,50.1545082892926,"argo2_raw"
2024-11-30,"Nevada",2,"wk inc flu hosp",2024-12-14,"quantile",0.5,37.3314421067306,"argo2_raw"
2024-11-30,"Nevada",3,"wk inc flu hosp",2024-12-21,"quantile",0.5,33.2131059681142,"argo2_raw"
2024-11-30,"New Hampshire",0,"wk inc flu hosp",2024-11-30,"quantile",0.5,13.9489223731747,"argo2_raw"
2024-11-30,"New Hampshire",1,"wk inc flu hosp",2024-12-07,"quantile",0.5,15.3371374389557,"argo2_raw"
2024-11-30,"New Hampshire",2,"wk inc flu hosp",2024-12-14,"quantile",0.5,13.6004926668903,"argo2_raw"
2024-11-30,"New Hampshire",3,"wk inc flu hosp",2024-12-21,"quantile",0.5,12.9728512839203,"argo2_raw"
2024-11-30,"New Jersey",0,"wk inc flu hosp",2024-11-30,"quantile",0.5,41.5138385696261,"argo2_raw"
2024-11-30,"New Jersey",1,"wk inc flu hosp",2024-12-07,"quantile",0.5,33.2667713864388,"argo2_raw"
2024-11-30,"New Jersey",2,"wk inc flu hosp",2024-12-14,"quantile",0.5,3.53212932445953,"argo2_raw"
2024-11-30,"New Jersey",3,"wk inc flu hosp",2024-12-21,"quantile",0.5,-6.8173415003154,"argo2_raw"
2024-11-30,"New Mexico",0,"wk inc flu hosp",2024-11-30,"quantile",0.5,37.2583767939116,"argo2_raw"
2024-11-30,"New Mexico",1,"wk inc flu hosp",2024-12-07,"quantile",0.5,35.9843677765991,"argo2_raw"
2024-11-30,"New Mexico",2,"wk inc flu hosp",2024-12-14,"quantile",0.5,22.9236853667962,"argo2_raw"
2024-11-30,"New Mexico",3,"wk inc flu hosp",2024-12-21,"quantile",0.5,18.8357032563535,"argo2_raw"
2024-11-30,"New York",0,"wk inc flu hosp",2024-11-30,"quantile",0.5,170.07109070771,"argo2_raw"
2024-11-30,"New York",1,"wk inc flu hosp",2024-12-07,"quantile",0.5,185.472585337371,"argo2_raw"
2024-11-30,"New York",2,"wk inc flu hosp",2024-12-14,"quantile",0.5,118.130470535334,"argo2_raw"
2024-11-30,"New York",3,"wk inc flu hosp",2024-12-21,"quantile",0.5,96.6473419495383,"argo2_raw"
2024-11-30,"North Carolina",0,"wk inc flu hosp",2024-11-30,"quantile",0.5,66.957625985724,"argo2_raw"
2024-11-30,"North Carolina",1,"wk inc flu hosp",2024-12-07,"quantile",0.5,62.6534314759701,"argo2_raw"
2024-11-30,"North Carolina",2,"wk inc flu hosp",2024-12-14,"quantile",0.5,38.4041109960343,"argo2_raw"
2024-11-30,"North Carolina",3,"wk inc flu hosp",2024-12-21,"quantile",0.5,32.1672104178957,"argo2_raw"
2024-11-30,"North Dakota",0,"wk inc flu hosp",2024-11-30,"quantile",0.5,6.92128477814017,"argo2_raw"
2024-11-30,"North Dakota",1,"wk inc flu hosp",2024-12-07,"quantile",0.5,6.79668193493238,"argo2_raw"
2024-11-30,"North Dakota",2,"wk inc flu hosp",2024-12-14,"quantile",0.5,5.5828734225632,"argo2_raw"
2024-11-30,"North Dakota",3,"wk inc flu hosp",2024-12-21,"quantile",0.5,4.45777136677299,"argo2_raw"
2024-11-30,"Ohio",0,"wk inc flu hosp",2024-11-30,"quantile",0.5,673.1402331835,"argo2_raw"
2024-11-30,"Ohio",1,"wk inc flu hosp",2024-12-07,"quantile",0.5,688.311485720222,"argo2_raw"
2024-11-30,"Ohio",2,"wk inc flu hosp",2024-12-14,"quantile",0.5,639.298319907805,"argo2_raw"
2024-11-30,"Ohio",3,"wk inc flu hosp",2024-12-21,"quantile",0.5,631.922740008547,"argo2_raw"
2024-11-30,"Oklahoma",0,"wk inc flu hosp",2024-11-30,"quantile",0.5,38.2019228763785,"argo2_raw"
2024-11-30,"Oklahoma",1,"wk inc flu hosp",2024-12-07,"quantile",0.5,41.5830781349795,"argo2_raw"
2024-11-30,"Oklahoma",2,"wk inc flu hosp",2024-12-14,"quantile",0.5,14.8108022474498,"argo2_raw"
2024-11-30,"Oklahoma",3,"wk inc flu hosp",2024-12-21,"quantile",0.5,4.45459866060191,"argo2_raw"
2024-11-30,"Oregon",0,"wk inc flu hosp",2024-11-30,"quantile",0.5,60.0730866003528,"argo2_raw"
2024-11-30,"Oregon",1,"wk inc flu hosp",2024-12-07,"quantile",0.5,59.143140955285,"argo2_raw"
2024-11-30,"Oregon",2,"wk inc flu hosp",2024-12-14,"quantile",0.5,36.9690391370474,"argo2_raw"
2024-11-30,"Oregon",3,"wk inc flu hosp",2024-12-21,"quantile",0.5,27.6462358473529,"argo2_raw"
2024-11-30,"Pennsylvania",0,"wk inc flu hosp",2024-11-30,"quantile",0.5,178.370571038975,"argo2_raw"
2024-11-30,"Pennsylvania",1,"wk inc flu hosp",2024-12-07,"quantile",0.5,174.245705459931,"argo2_raw"
2024-11-30,"Pennsylvania",2,"wk inc flu hosp",2024-12-14,"quantile",0.5,135.500736547071,"argo2_raw"
2024-11-30,"Pennsylvania",3,"wk inc flu hosp",2024-12-21,"quantile",0.5,120.692118983359,"argo2_raw"
2024-11-30,"Puerto Rico",0,"wk inc flu hosp",2024-11-30,"quantile",0.5,34.8299131796444,"argo2_raw"
2024-11-30,"Puerto Rico",1,"wk inc flu hosp",2024-12-07,"quantile",0.5,30.3215948355317,"argo2_raw"
2024-11-30,"Puerto Rico",2,"wk inc flu hosp",2024-12-14,"quantile",0.5,28.2168026156004,"argo2_raw"
2024-11-30,"Puerto Rico",3,"wk inc flu hosp",2024-12-21,"quantile",0.5,26.8954430882365,"argo2_raw"
2024-11-30,"Rhode Island",0,"wk inc flu hosp",2024-11-30,"quantile",0.5,4.3873093599733,"argo2_raw"
2024-11-30,"Rhode Island",1,"wk inc flu hosp",2024-12-07,"quantile",0.5,5.56247861499104,"argo2_raw"
2024-11-30,"Rhode Island",2,"wk inc flu hosp",2024-12-14,"quantile",0.5,3.19139904832494,"argo2_raw"
2024-11-30,"Rhode Island",3,"wk inc flu hosp",2024-12-21,"quantile",0.5,2.67590632199274,"argo2_raw"
2024-11-30,"South Carolina",0,"wk inc flu hosp",2024-11-30,"quantile",0.5,31.6619929737019,"argo2_raw"
2024-11-30,"South Carolina",1,"wk inc flu hosp",2024-12-07,"quantile",0.5,32.6127780016785,"argo2_raw"
2024-11-30,"South Carolina",2,"wk inc flu hosp",2024-12-14,"quantile",0.5,17.4209618284237,"argo2_raw"
2024-11-30,"South Carolina",3,"wk inc flu hosp",2024-12-21,"quantile",0.5,15.6326416092447,"argo2_raw"
2024-11-30,"South Dakota",0,"wk inc flu hosp",2024-11-30,"quantile",0.5,2.85378754833772,"argo2_raw"
2024-11-30,"South Dakota",1,"wk inc flu hosp",2024-12-07,"quantile",0.5,3.70609077396169,"argo2_raw"
2024-11-30,"South Dakota",2,"wk inc flu hosp",2024-12-14,"quantile",0.5,0.524655826152057,"argo2_raw"
2024-11-30,"South Dakota",3,"wk inc flu hosp",2024-12-21,"quantile",0.5,-0.738346819071644,"argo2_raw"
2024-11-30,"Tennessee",0,"wk inc flu hosp",2024-11-30,"quantile",0.5,65.1457540072435,"argo2_raw"
2024-11-30,"Tennessee",1,"wk inc flu hosp",2024-12-07,"quantile",0.5,58.7766559125744,"argo2_raw"
2024-11-30,"Tennessee",2,"wk inc flu hosp",2024-12-14,"quantile",0.5,42.2586734169562,"argo2_raw"
2024-11-30,"Tennessee",3,"wk inc flu hosp",2024-12-21,"quantile",0.5,36.2690050759858,"argo2_raw"
2024-11-30,"Texas",0,"wk inc flu hosp",2024-11-30,"quantile",0.5,325.398837632826,"argo2_raw"
2024-11-30,"Texas",1,"wk inc flu hosp",2024-12-07,"quantile",0.5,338.65346191825,"argo2_raw"
2024-11-30,"Texas",2,"wk inc flu hosp",2024-12-14,"quantile",0.5,272.108041112073,"argo2_raw"
2024-11-30,"Texas",3,"wk inc flu hosp",2024-12-21,"quantile",0.5,254.201178592082,"argo2_raw"
2024-11-30,"Utah",0,"wk inc flu hosp",2024-11-30,"quantile",0.5,21.0823954348741,"argo2_raw"
2024-11-30,"Utah",1,"wk inc flu hosp",2024-12-07,"quantile",0.5,22.2093809129138,"argo2_raw"
2024-11-30,"Utah",2,"wk inc flu hosp",2024-12-14,"quantile",0.5,20.963398605429,"argo2_raw"
2024-11-30,"Utah",3,"wk inc flu hosp",2024-12-21,"quantile",0.5,20.4810869028139,"argo2_raw"
2024-11-30,"Vermont",0,"wk inc flu hosp",2024-11-30,"quantile",0.5,1.91816221358112,"argo2_raw"
2024-11-30,"Vermont",1,"wk inc flu hosp",2024-12-07,"quantile",0.5,1.7855139154581,"argo2_raw"
2024-11-30,"Vermont",2,"wk inc flu hosp",2024-12-14,"quantile",0.5,0.916503716687878,"argo2_raw"
2024-11-30,"Vermont",3,"wk inc flu hosp",2024-12-21,"quantile",0.5,0.309772841221467,"argo2_raw"
2024-11-30,"Virginia",0,"wk inc flu hosp",2024-11-30,"quantile",0.5,50.5083011338482,"argo2_raw"
2024-11-30,"Virginia",1,"wk inc flu hosp",2024-12-07,"quantile",0.5,48.7326345494702,"argo2_raw"
2024-11-30,"Virginia",2,"wk inc flu hosp",2024-12-14,"quantile",0.5,29.2489503312544,"argo2_raw"
2024-11-30,"Virginia",3,"wk inc flu hosp",2024-12-21,"quantile",0.5,24.1676645132631,"argo2_raw"
2024-11-30,"Washington",0,"wk inc flu hosp",2024-11-30,"quantile",0.5,52.8224045361273,"argo2_raw"
2024-11-30,"Washington",1,"wk inc flu hosp",2024-12-07,"quantile",0.5,46.1722268598129,"argo2_raw"
2024-11-30,"Washington",2,"wk inc flu hosp",2024-12-14,"quantile",0.5,24.8701891068809,"argo2_raw"
2024-11-30,"Washington",3,"wk inc flu hosp",2024-12-21,"quantile",0.5,15.1687422929125,"argo2_raw"
2024-11-30,"West Virginia",0,"wk inc flu hosp",2024-11-30,"quantile",0.5,15.4338025452173,"argo2_raw"
2024-11-30,"West Virginia",1,"wk inc flu hosp",2024-12-07,"quantile",0.5,15.5312515774444,"argo2_raw"
2024-11-30,"West Virginia",2,"wk inc flu hosp",2024-12-14,"quantile",0.5,5.32901244885994,"argo2_raw"
2024-11-30,"West Virginia",3,"wk inc flu hosp",2024-12-21,"quantile",0.5,2.5451147288974,"argo2_raw"
2024-11-30,"Wisconsin",0,"wk inc flu hosp",2024-11-30,"quantile",0.5,38.9148339787899,"argo2_raw"
2024-11-30,"Wisconsin",1,"wk inc flu hosp",2024-12-07,"quantile",0.5,39.4895225026483,"argo2_raw"
2024-11-30,"Wisconsin",2,"wk inc flu hosp",2024-12-14,"quantile",0.5,24.1201682510682,"argo2_raw"
2024-11-30,"Wisconsin",3,"wk inc flu hosp",2024-12-21,"quantile",0.5,16.6474933926263,"argo2_raw"
2024-11-30,"Wyoming",0,"wk inc flu hosp",2024-11-30,"quantile",0.5,12.5512217208728,"argo2_raw"
2024-11-30,"Wyoming",1,"wk inc flu hosp",2024-12-07,"quantile",0.5,12.6692794481768,"argo2_raw"
2024-11-30,"Wyoming",2,"wk inc flu hosp",2024-12-14,"quantile",0.5,9.88478950455531,"argo2_raw"
2024-11-30,"Wyoming",3,"wk inc flu hosp",2024-12-21,"quantile",0.5,9.12803665629744,"argo2_raw"
