"reference_date","location","horizon","target","target_end_date","output_type","output_type_id","value","model"
2024-12-14,"Colorado",1,"wk inc flu hosp",2024-12-21,"quantile",0.5,95.3521039362574,"argo2_raw"
2024-12-14,"Colorado",2,"wk inc flu hosp",2024-12-28,"quantile",0.5,82.8504801895019,"argo2_raw"
2024-12-14,"Colorado",3,"wk inc flu hosp",2025-01-04,"quantile",0.5,83.991214405877,"argo2_raw"
2024-12-14,"Connecticut",0,"wk inc flu hosp",2024-12-14,"quantile",0.5,30.8974577151039,"argo2_raw"
2024-12-14,"Connecticut",1,"wk inc flu hosp",2024-12-21,"quantile",0.5,26.7217712324753,"argo2_raw"
2024-12-14,"Connecticut",2,"wk inc flu hosp",2024-12-28,"quantile",0.5,7.66609544757005,"argo2_raw"
2024-12-14,"Connecticut",3,"wk inc flu hosp",2025-01-04,"quantile",0.5,2.64304260112838,"argo2_raw"
2024-12-14,"Delaware",0,"wk inc flu hosp",2024-12-14,"quantile",0.5,17.4419827829018,"argo2_raw"
2024-12-14,"Delaware",1,"wk inc flu hosp",2024-12-21,"quantile",0.5,16.9041071528014,"argo2_raw"
2024-12-14,"Delaware",2,"wk inc flu hosp",2024-12-28,"quantile",0.5,15.695759318417,"argo2_raw"
2024-12-14,"Delaware",3,"wk inc flu hosp",2025-01-04,"quantile",0.5,16.1673361807514,"argo2_raw"
2024-12-14,"District of Columbia",0,"wk inc flu hosp",2024-12-14,"quantile",0.5,3.53529637054955,"argo2_raw"
2024-12-14,"District of Columbia",1,"wk inc flu hosp",2024-12-21,"quantile",0.5,3.07560953915969,"argo2_raw"
2024-12-14,"District of Columbia",2,"wk inc flu hosp",2024-12-28,"quantile",0.5,0.780190886860748,"argo2_raw"
2024-12-14,"District of Columbia",3,"wk inc flu hosp",2025-01-04,"quantile",0.5,0.501681703747638,"argo2_raw"
2024-12-14,"Florida",0,"wk inc flu hosp",2024-12-14,"quantile",0.5,672.706461615505,"argo2_raw"
2024-12-14,"Florida",1,"wk inc flu hosp",2024-12-21,"quantile",0.5,661.507627649818,"argo2_raw"
2024-12-14,"Florida",2,"wk inc flu hosp",2024-12-28,"quantile",0.5,651.96072607835,"argo2_raw"
2024-12-14,"Florida",3,"wk inc flu hosp",2025-01-04,"quantile",0.5,668.614206730003,"argo2_raw"
2024-12-14,"Georgia",0,"wk inc flu hosp",2024-12-14,"quantile",0.5,109.391763366341,"argo2_raw"
2024-12-14,"Georgia",1,"wk inc flu hosp",2024-12-21,"quantile",0.5,114.676538650762,"argo2_raw"
2024-12-14,"Georgia",2,"wk inc flu hosp",2024-12-28,"quantile",0.5,80.8819190856113,"argo2_raw"
2024-12-14,"Georgia",3,"wk inc flu hosp",2025-01-04,"quantile",0.5,86.9826932411772,"argo2_raw"
2024-12-14,"Hawaii",0,"wk inc flu hosp",2024-12-14,"quantile",0.5,20.2398814488811,"argo2_raw"
2024-12-14,"Hawaii",1,"wk inc flu hosp",2024-12-21,"quantile",0.5,19.8567192242926,"argo2_raw"
2024-12-14,"Hawaii",2,"wk inc flu hosp",2024-12-28,"quantile",0.5,19.3019426713018,"argo2_raw"
2024-12-14,"Hawaii",3,"wk inc flu hosp",2025-01-04,"quantile",0.5,19.6346783111782,"argo2_raw"
2024-12-14,"Idaho",0,"wk inc flu hosp",2024-12-14,"quantile",0.5,81.6142520668759,"argo2_raw"
2024-12-14,"Idaho",1,"wk inc flu hosp",2024-12-21,"quantile",0.5,71.9773888776707,"argo2_raw"
2024-12-14,"Idaho",2,"wk inc flu hosp",2024-12-28,"quantile",0.5,64.1920305505058,"argo2_raw"
2024-12-14,"Idaho",3,"wk inc flu hosp",2025-01-04,"quantile",0.5,63.1823525497054,"argo2_raw"
2024-12-14,"Illinois",0,"wk inc flu hosp",2024-12-14,"quantile",0.5,127.529992662008,"argo2_raw"
2024-12-14,"Illinois",1,"wk inc flu hosp",2024-12-21,"quantile",0.5,118.554009073114,"argo2_raw"
2024-12-14,"Illinois",2,"wk inc flu hosp",2024-12-28,"quantile",0.5,80.1407619934358,"argo2_raw"
2024-12-14,"Illinois",3,"wk inc flu hosp",2025-01-04,"quantile",0.5,75.5120432239922,"argo2_raw"
2024-12-14,"Indiana",0,"wk inc flu hosp",2024-12-14,"quantile",0.5,100.049201651424,"argo2_raw"
2024-12-14,"Indiana",1,"wk inc flu hosp",2024-12-21,"quantile",0.5,91.5301290802342,"argo2_raw"
2024-12-14,"Indiana",2,"wk inc flu hosp",2024-12-28,"quantile",0.5,54.2809140222845,"argo2_raw"
2024-12-14,"Indiana",3,"wk inc flu hosp",2025-01-04,"quantile",0.5,48.3550724291185,"argo2_raw"
2024-12-14,"Iowa",0,"wk inc flu hosp",2024-12-14,"quantile",0.5,25.1519590679146,"argo2_raw"
2024-12-14,"Iowa",1,"wk inc flu hosp",2024-12-21,"quantile",0.5,19.716421640121,"argo2_raw"
2024-12-14,"Iowa",2,"wk inc flu hosp",2024-12-28,"quantile",0.5,8.85410675370383,"argo2_raw"
2024-12-14,"Iowa",3,"wk inc flu hosp",2025-01-04,"quantile",0.5,2.024390559476,"argo2_raw"
2024-12-14,"Kansas",0,"wk inc flu hosp",2024-12-14,"quantile",0.5,38.3955303608818,"argo2_raw"
2024-12-14,"Kansas",1,"wk inc flu hosp",2024-12-21,"quantile",0.5,32.9809044638185,"argo2_raw"
2024-12-14,"Kansas",2,"wk inc flu hosp",2024-12-28,"quantile",0.5,27.5210211440587,"argo2_raw"
2024-12-14,"Kansas",3,"wk inc flu hosp",2025-01-04,"quantile",0.5,26.7887147310888,"argo2_raw"
2024-12-14,"Kentucky",0,"wk inc flu hosp",2024-12-14,"quantile",0.5,65.7196819139597,"argo2_raw"
2024-12-14,"Kentucky",1,"wk inc flu hosp",2024-12-21,"quantile",0.5,62.9369641864076,"argo2_raw"
2024-12-14,"Kentucky",2,"wk inc flu hosp",2024-12-28,"quantile",0.5,38.4397229856728,"argo2_raw"
2024-12-14,"Kentucky",3,"wk inc flu hosp",2025-01-04,"quantile",0.5,36.522502575723,"argo2_raw"
2024-12-14,"Louisiana",0,"wk inc flu hosp",2024-12-14,"quantile",0.5,154.495834581184,"argo2_raw"
2024-12-14,"Louisiana",1,"wk inc flu hosp",2024-12-21,"quantile",0.5,154.388828693641,"argo2_raw"
2024-12-14,"Louisiana",2,"wk inc flu hosp",2024-12-28,"quantile",0.5,144.269124779322,"argo2_raw"
2024-12-14,"Louisiana",3,"wk inc flu hosp",2025-01-04,"quantile",0.5,150.450259103957,"argo2_raw"
2024-12-14,"Maine",0,"wk inc flu hosp",2024-12-14,"quantile",0.5,8.83957670119124,"argo2_raw"
2024-12-14,"Maine",1,"wk inc flu hosp",2024-12-21,"quantile",0.5,5.6375231634849,"argo2_raw"
2024-12-14,"Maine",2,"wk inc flu hosp",2024-12-28,"quantile",0.5,-0.468666692035893,"argo2_raw"
2024-12-14,"Maine",3,"wk inc flu hosp",2025-01-04,"quantile",0.5,-3.72447799985777,"argo2_raw"
2024-12-14,"Maryland",0,"wk inc flu hosp",2024-12-14,"quantile",0.5,44.1689086546074,"argo2_raw"
2024-12-14,"Maryland",1,"wk inc flu hosp",2024-12-21,"quantile",0.5,44.0440616056927,"argo2_raw"
2024-12-14,"Maryland",2,"wk inc flu hosp",2024-12-28,"quantile",0.5,24.0308690534711,"argo2_raw"
2024-12-14,"Maryland",3,"wk inc flu hosp",2025-01-04,"quantile",0.5,22.214013109253,"argo2_raw"
2024-12-14,"Massachusetts",0,"wk inc flu hosp",2024-12-14,"quantile",0.5,117.189635811207,"argo2_raw"
2024-12-14,"Massachusetts",1,"wk inc flu hosp",2024-12-21,"quantile",0.5,108.538235889139,"argo2_raw"
2024-12-14,"Massachusetts",2,"wk inc flu hosp",2024-12-28,"quantile",0.5,78.8319722346789,"argo2_raw"
2024-12-14,"Massachusetts",3,"wk inc flu hosp",2025-01-04,"quantile",0.5,68.375621894706,"argo2_raw"
2024-12-14,"Michigan",0,"wk inc flu hosp",2024-12-14,"quantile",0.5,124.968264508489,"argo2_raw"
2024-12-14,"Michigan",1,"wk inc flu hosp",2024-12-21,"quantile",0.5,121.418345463371,"argo2_raw"
2024-12-14,"Michigan",2,"wk inc flu hosp",2024-12-28,"quantile",0.5,73.2807350921609,"argo2_raw"
2024-12-14,"Michigan",3,"wk inc flu hosp",2025-01-04,"quantile",0.5,45.1570378219096,"argo2_raw"
2024-12-14,"Minnesota",0,"wk inc flu hosp",2024-12-14,"quantile",0.5,71.5249128702486,"argo2_raw"
2024-12-14,"Minnesota",1,"wk inc flu hosp",2024-12-21,"quantile",0.5,65.8820297080241,"argo2_raw"
2024-12-14,"Minnesota",2,"wk inc flu hosp",2024-12-28,"quantile",0.5,55.1340187521944,"argo2_raw"
2024-12-14,"Minnesota",3,"wk inc flu hosp",2025-01-04,"quantile",0.5,53.5049482348221,"argo2_raw"
2024-12-14,"Mississippi",0,"wk inc flu hosp",2024-12-14,"quantile",0.5,48.0121754097233,"argo2_raw"
2024-12-14,"Mississippi",1,"wk inc flu hosp",2024-12-21,"quantile",0.5,47.2376191329016,"argo2_raw"
2024-12-14,"Mississippi",2,"wk inc flu hosp",2024-12-28,"quantile",0.5,38.2471948686998,"argo2_raw"
2024-12-14,"Mississippi",3,"wk inc flu hosp",2025-01-04,"quantile",0.5,39.1459537133146,"argo2_raw"
2024-12-14,"Missouri",0,"wk inc flu hosp",2024-12-14,"quantile",0.5,84.3541947337847,"argo2_raw"
2024-12-14,"Missouri",1,"wk inc flu hosp",2024-12-21,"quantile",0.5,72.3015394057054,"argo2_raw"
2024-12-14,"Missouri",2,"wk inc flu hosp",2024-12-28,"quantile",0.5,41.0472577374471,"argo2_raw"
2024-12-14,"Missouri",3,"wk inc flu hosp",2025-01-04,"quantile",0.5,29.3382622685701,"argo2_raw"
2024-12-14,"Montana",0,"wk inc flu hosp",2024-12-14,"quantile",0.5,5.91760404605347,"argo2_raw"
2024-12-14,"Montana",1,"wk inc flu hosp",2024-12-21,"quantile",0.5,4.6882236217361,"argo2_raw"
2024-12-14,"Montana",2,"wk inc flu hosp",2024-12-28,"quantile",0.5,1.51069750363158,"argo2_raw"
2024-12-14,"Montana",3,"wk inc flu hosp",2025-01-04,"quantile",0.5,1.70151781099223,"argo2_raw"
2024-12-14,"Nebraska",0,"wk inc flu hosp",2024-12-14,"quantile",0.5,13.4073059583585,"argo2_raw"
2024-12-14,"Nebraska",1,"wk inc flu hosp",2024-12-21,"quantile",0.5,12.6732903227523,"argo2_raw"
2024-12-14,"Nebraska",2,"wk inc flu hosp",2024-12-28,"quantile",0.5,7.12384136258184,"argo2_raw"
2024-12-14,"Nebraska",3,"wk inc flu hosp",2025-01-04,"quantile",0.5,3.68677647717212,"argo2_raw"
2024-12-14,"Nevada",0,"wk inc flu hosp",2024-12-14,"quantile",0.5,78.6243791316496,"argo2_raw"
2024-12-14,"Nevada",1,"wk inc flu hosp",2024-12-21,"quantile",0.5,71.5881242503758,"argo2_raw"
2024-12-14,"Nevada",2,"wk inc flu hosp",2024-12-28,"quantile",0.5,57.279895373206,"argo2_raw"
2024-12-14,"Nevada",3,"wk inc flu hosp",2025-01-04,"quantile",0.5,57.8234496433352,"argo2_raw"
2024-12-14,"New Hampshire",0,"wk inc flu hosp",2024-12-14,"quantile",0.5,17.834663582332,"argo2_raw"
2024-12-14,"New Hampshire",1,"wk inc flu hosp",2024-12-21,"quantile",0.5,14.8105777087802,"argo2_raw"
2024-12-14,"New Hampshire",2,"wk inc flu hosp",2024-12-28,"quantile",0.5,14.575548701883,"argo2_raw"
2024-12-14,"New Hampshire",3,"wk inc flu hosp",2025-01-04,"quantile",0.5,13.3949399880201,"argo2_raw"
2024-12-14,"New Jersey",0,"wk inc flu hosp",2024-12-14,"quantile",0.5,145.431470321043,"argo2_raw"
2024-12-14,"New Jersey",1,"wk inc flu hosp",2024-12-21,"quantile",0.5,135.450222626979,"argo2_raw"
2024-12-14,"New Jersey",2,"wk inc flu hosp",2024-12-28,"quantile",0.5,99.8070863178794,"argo2_raw"
2024-12-14,"New Jersey",3,"wk inc flu hosp",2025-01-04,"quantile",0.5,100.636111131312,"argo2_raw"
2024-12-14,"New Mexico",0,"wk inc flu hosp",2024-12-14,"quantile",0.5,105.41065418709,"argo2_raw"
2024-12-14,"New Mexico",1,"wk inc flu hosp",2024-12-21,"quantile",0.5,97.1344662289454,"argo2_raw"
2024-12-14,"New Mexico",2,"wk inc flu hosp",2024-12-28,"quantile",0.5,84.3997760260895,"argo2_raw"
2024-12-14,"New Mexico",3,"wk inc flu hosp",2025-01-04,"quantile",0.5,87.3805807227142,"argo2_raw"
2024-12-14,"New York",0,"wk inc flu hosp",2024-12-14,"quantile",0.5,349.065642201533,"argo2_raw"
2024-12-14,"New York",1,"wk inc flu hosp",2024-12-21,"quantile",0.5,334.733927296831,"argo2_raw"
2024-12-14,"New York",2,"wk inc flu hosp",2024-12-28,"quantile",0.5,253.259394210137,"argo2_raw"
2024-12-14,"New York",3,"wk inc flu hosp",2025-01-04,"quantile",0.5,244.667244996528,"argo2_raw"
2024-12-14,"North Carolina",0,"wk inc flu hosp",2024-12-14,"quantile",0.5,95.0086140817693,"argo2_raw"
2024-12-14,"North Carolina",1,"wk inc flu hosp",2024-12-21,"quantile",0.5,97.6842891677322,"argo2_raw"
2024-12-14,"North Carolina",2,"wk inc flu hosp",2024-12-28,"quantile",0.5,53.8419388684317,"argo2_raw"
2024-12-14,"North Carolina",3,"wk inc flu hosp",2025-01-04,"quantile",0.5,54.1658186203224,"argo2_raw"
2024-12-14,"North Dakota",0,"wk inc flu hosp",2024-12-14,"quantile",0.5,5.08991661845084,"argo2_raw"
2024-12-14,"North Dakota",1,"wk inc flu hosp",2024-12-21,"quantile",0.5,4.09560955342454,"argo2_raw"
2024-12-14,"North Dakota",2,"wk inc flu hosp",2024-12-28,"quantile",0.5,2.62654007950536,"argo2_raw"
2024-12-14,"North Dakota",3,"wk inc flu hosp",2025-01-04,"quantile",0.5,1.32067298967235,"argo2_raw"
2024-12-14,"Ohio",0,"wk inc flu hosp",2024-12-14,"quantile",0.5,126.580017183785,"argo2_raw"
2024-12-14,"Ohio",1,"wk inc flu hosp",2024-12-21,"quantile",0.5,128.939151936167,"argo2_raw"
2024-12-14,"Ohio",2,"wk inc flu hosp",2024-12-28,"quantile",0.5,79.6297910966309,"argo2_raw"
2024-12-14,"Ohio",3,"wk inc flu hosp",2025-01-04,"quantile",0.5,68.941213699893,"argo2_raw"
2024-12-14,"Oklahoma",0,"wk inc flu hosp",2024-12-14,"quantile",0.5,43.6693915223253,"argo2_raw"
2024-12-14,"Oklahoma",1,"wk inc flu hosp",2024-12-21,"quantile",0.5,29.2595939316422,"argo2_raw"
2024-12-14,"Oklahoma",2,"wk inc flu hosp",2024-12-28,"quantile",0.5,19.0566917266767,"argo2_raw"
2024-12-14,"Oklahoma",3,"wk inc flu hosp",2025-01-04,"quantile",0.5,13.8386444488643,"argo2_raw"
2024-12-14,"Oregon",0,"wk inc flu hosp",2024-12-14,"quantile",0.5,102.068517092397,"argo2_raw"
2024-12-14,"Oregon",1,"wk inc flu hosp",2024-12-21,"quantile",0.5,87.0993215742413,"argo2_raw"
2024-12-14,"Oregon",2,"wk inc flu hosp",2024-12-28,"quantile",0.5,61.9357510721548,"argo2_raw"
2024-12-14,"Oregon",3,"wk inc flu hosp",2025-01-04,"quantile",0.5,57.30281805279,"argo2_raw"
2024-12-14,"Pennsylvania",0,"wk inc flu hosp",2024-12-14,"quantile",0.5,215.883428425682,"argo2_raw"
2024-12-14,"Pennsylvania",1,"wk inc flu hosp",2024-12-21,"quantile",0.5,201.139708058031,"argo2_raw"
2024-12-14,"Pennsylvania",2,"wk inc flu hosp",2024-12-28,"quantile",0.5,152.635271307896,"argo2_raw"
2024-12-14,"Pennsylvania",3,"wk inc flu hosp",2025-01-04,"quantile",0.5,143.061732435554,"argo2_raw"
2024-12-14,"Puerto Rico",0,"wk inc flu hosp",2024-12-14,"quantile",0.5,71.3163521970466,"argo2_raw"
2024-12-14,"Puerto Rico",1,"wk inc flu hosp",2024-12-21,"quantile",0.5,68.7320399042732,"argo2_raw"
2024-12-14,"Puerto Rico",2,"wk inc flu hosp",2024-12-28,"quantile",0.5,67.2147306182514,"argo2_raw"
2024-12-14,"Puerto Rico",3,"wk inc flu hosp",2025-01-04,"quantile",0.5,68.291265161897,"argo2_raw"
2024-12-14,"Rhode Island",0,"wk inc flu hosp",2024-12-14,"quantile",0.5,10.6810930767386,"argo2_raw"
2024-12-14,"Rhode Island",1,"wk inc flu hosp",2024-12-21,"quantile",0.5,9.92567363389641,"argo2_raw"
2024-12-14,"Rhode Island",2,"wk inc flu hosp",2024-12-28,"quantile",0.5,7.41551470541392,"argo2_raw"
2024-12-14,"Rhode Island",3,"wk inc flu hosp",2025-01-04,"quantile",0.5,7.18318516698376,"argo2_raw"
2024-12-14,"South Carolina",0,"wk inc flu hosp",2024-12-14,"quantile",0.5,57.7075906100682,"argo2_raw"
2024-12-14,"South Carolina",1,"wk inc flu hosp",2024-12-21,"quantile",0.5,58.5566187641597,"argo2_raw"
2024-12-14,"South Carolina",2,"wk inc flu hosp",2024-12-28,"quantile",0.5,36.0767680423825,"argo2_raw"
2024-12-14,"South Carolina",3,"wk inc flu hosp",2025-01-04,"quantile",0.5,38.4881745829044,"argo2_raw"
2024-12-14,"South Dakota",0,"wk inc flu hosp",2024-12-14,"quantile",0.5,2.54327717463341,"argo2_raw"
2024-12-14,"South Dakota",1,"wk inc flu hosp",2024-12-21,"quantile",0.5,2.74514394583711,"argo2_raw"
2024-12-14,"South Dakota",2,"wk inc flu hosp",2024-12-28,"quantile",0.5,-2.06525466884779,"argo2_raw"
2024-12-14,"South Dakota",3,"wk inc flu hosp",2025-01-04,"quantile",0.5,-3.29456781636917,"argo2_raw"
2024-12-14,"Tennessee",0,"wk inc flu hosp",2024-12-14,"quantile",0.5,120.871650564241,"argo2_raw"
2024-12-14,"Tennessee",1,"wk inc flu hosp",2024-12-21,"quantile",0.5,124.355537532472,"argo2_raw"
2024-12-14,"Tennessee",2,"wk inc flu hosp",2024-12-28,"quantile",0.5,101.059816209273,"argo2_raw"
2024-12-14,"Tennessee",3,"wk inc flu hosp",2025-01-04,"quantile",0.5,101.645270868602,"argo2_raw"
2024-12-14,"Texas",0,"wk inc flu hosp",2024-12-14,"quantile",0.5,550.835110695875,"argo2_raw"
2024-12-14,"Texas",1,"wk inc flu hosp",2024-12-21,"quantile",0.5,538.610804250507,"argo2_raw"
2024-12-14,"Texas",2,"wk inc flu hosp",2024-12-28,"quantile",0.5,509.106280547155,"argo2_raw"
2024-12-14,"Texas",3,"wk inc flu hosp",2025-01-04,"quantile",0.5,523.015940000045,"argo2_raw"
2024-12-14,"Utah",0,"wk inc flu hosp",2024-12-14,"quantile",0.5,64.7807887410743,"argo2_raw"
2024-12-14,"Utah",1,"wk inc flu hosp",2024-12-21,"quantile",0.5,61.949033038661,"argo2_raw"
2024-12-14,"Utah",2,"wk inc flu hosp",2024-12-28,"quantile",0.5,65.0353488711858,"argo2_raw"
2024-12-14,"Utah",3,"wk inc flu hosp",2025-01-04,"quantile",0.5,68.1783147065567,"argo2_raw"
2024-12-14,"Vermont",0,"wk inc flu hosp",2024-12-14,"quantile",0.5,1.0519505801678,"argo2_raw"
2024-12-14,"Vermont",1,"wk inc flu hosp",2024-12-21,"quantile",0.5,-0.367354124362559,"argo2_raw"
2024-12-14,"Vermont",2,"wk inc flu hosp",2024-12-28,"quantile",0.5,-1.08850638486646,"argo2_raw"
2024-12-14,"Vermont",3,"wk inc flu hosp",2025-01-04,"quantile",0.5,-2.48071082272908,"argo2_raw"
2024-12-14,"Virginia",0,"wk inc flu hosp",2024-12-14,"quantile",0.5,87.5076106515224,"argo2_raw"
2024-12-14,"Virginia",1,"wk inc flu hosp",2024-12-21,"quantile",0.5,87.4714735734888,"argo2_raw"
2024-12-14,"Virginia",2,"wk inc flu hosp",2024-12-28,"quantile",0.5,55.7391154358197,"argo2_raw"
2024-12-14,"Virginia",3,"wk inc flu hosp",2025-01-04,"quantile",0.5,55.0779544822446,"argo2_raw"
2024-12-14,"Washington",0,"wk inc flu hosp",2024-12-14,"quantile",0.5,83.2018959319938,"argo2_raw"
2024-12-14,"Washington",1,"wk inc flu hosp",2024-12-21,"quantile",0.5,66.5272018139566,"argo2_raw"
2024-12-14,"Washington",2,"wk inc flu hosp",2024-12-28,"quantile",0.5,41.4205735817515,"argo2_raw"
2024-12-14,"Washington",3,"wk inc flu hosp",2025-01-04,"quantile",0.5,36.3804498539462,"argo2_raw"
2024-12-14,"West Virginia",0,"wk inc flu hosp",2024-12-14,"quantile",0.5,22.1167284843301,"argo2_raw"
2024-12-14,"West Virginia",1,"wk inc flu hosp",2024-12-21,"quantile",0.5,21.2646185186412,"argo2_raw"
2024-12-14,"West Virginia",2,"wk inc flu hosp",2024-12-28,"quantile",0.5,11.5578304456012,"argo2_raw"
2024-12-14,"West Virginia",3,"wk inc flu hosp",2025-01-04,"quantile",0.5,9.22441874786131,"argo2_raw"
2024-12-14,"Wisconsin",0,"wk inc flu hosp",2024-12-14,"quantile",0.5,45.8155974731745,"argo2_raw"
2024-12-14,"Wisconsin",1,"wk inc flu hosp",2024-12-21,"quantile",0.5,35.9165825644638,"argo2_raw"
2024-12-14,"Wisconsin",2,"wk inc flu hosp",2024-12-28,"quantile",0.5,17.8750536239342,"argo2_raw"
2024-12-14,"Wisconsin",3,"wk inc flu hosp",2025-01-04,"quantile",0.5,9.74537909045216,"argo2_raw"
2024-12-14,"Wyoming",0,"wk inc flu hosp",2024-12-14,"quantile",0.5,7.97908764302049,"argo2_raw"
2024-12-14,"Wyoming",1,"wk inc flu hosp",2024-12-21,"quantile",0.5,8.32368548130432,"argo2_raw"
2024-12-14,"Wyoming",2,"wk inc flu hosp",2024-12-28,"quantile",0.5,4.54905753041706,"argo2_raw"
2024-12-14,"Wyoming",3,"wk inc flu hosp",2025-01-04,"quantile",0.5,4.13826893855054,"argo2_raw"
